	tweet_id	jpg_url	prob_breed	timestamp	source	text	expanded_urls	rating_numerator	rating_denominator	name	doggo	floofer	pupper	puppo	num_likes	num_retweets
439	678341075375947776	https://pbs.twimg.com/media/CWnznDTU4AAa-6P.jpg	golden_retriever	2015-12-19 22:28:09 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This pupper likes tape. 12/10 https://t.co/cSp6w5GWgm	https://twitter.com/dog_rates/status/678341075375947776/photo/1	12.0	10.0	None	None	None	pupper	None	1807.0	573.0
440	678380236862578688	https://pbs.twimg.com/media/CWoXOfSUAAA4u8g.jpg	Samoyed	2015-12-20 01:03:46 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Crumpet. He underestimated the snow. Quickly retreating. 10/10 https://t.co/a0Zx5LDFZa	https://twitter.com/dog_rates/status/678380236862578688/photo/1	10.0	10.0	Crumpet	None	None	None	None	2555.0	969.0
441	678389028614488064	https://pbs.twimg.com/media/CWofOHUWUAACGVa.jpg	miniature_pinscher	2015-12-20 01:38:42 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"This is Bella. She just learned that her final grade in chem was a 92.49 
poor pupper 11/10 https://t.co/auOoKuoveM"	https://twitter.com/dog_rates/status/678389028614488064/photo/1	11.0	10.0	Bella	None	None	pupper	None	1958.0	451.0
442	678396796259975168	https://pbs.twimg.com/media/CWomSU_XIAAUYiK.jpg	Pembroke	2015-12-20 02:09:34 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	These little fellas have opposite facial expressions. Both 12/10 https://t.co/LmThv0GWen	https://twitter.com/dog_rates/status/678396796259975168/photo/1,https://twitter.com/dog_rates/status/678396796259975168/photo/1	12.0	10.0	None	None	None	None	None	1664.0	449.0
443	678399652199309312	https://pbs.twimg.com/ext_tw_video_thumb/678399528077250560/pu/img/BOjUNHRsYLeSo0hl.jpg	Bedlington_terrier	2015-12-20 02:20:55 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This made my day. 12/10 please enjoy https://t.co/VRTbo3aAcm	https://twitter.com/dog_rates/status/678399652199309312/video/1	12.0	10.0	None	None	None	None	None	82507.0	33956.0
444	678410210315247616	https://pbs.twimg.com/media/CWoyfMiWUAAmGdd.jpg	schipperke	2015-12-20 03:02:53 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Say hello to Jerome. He can shoot french fries out of his mouth at insane speeds. Deadly af. 10/10 https://t.co/dIy88HwrX8	https://twitter.com/dog_rates/status/678410210315247616/photo/1	10.0	10.0	Jerome	None	None	None	None	4439.0	1953.0
445	678424312106393600	https://pbs.twimg.com/media/CWo_T8gW4AAgJNo.jpg	Maltese_dog	2015-12-20 03:58:55 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Crystal. She's a shitty fireman. No sense of urgency. People could be dying Crystal. 2/10 just irresponsible https://t.co/rtMtjSl9pz	https://twitter.com/dog_rates/status/678424312106393600/photo/1	12.0	10.0	Crystal	None	None	None	None	5668.0	2718.0
446	678446151570427904	https://pbs.twimg.com/media/CWpTLOYWsAEDhcU.jpg	Staffordshire_bullterrier	2015-12-20 05:25:42 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Touching scene here. Really stirs up the emotions. The bond between father &amp; son. So beautiful. 10/10 for both pups https://t.co/AJWJHov5gx	https://twitter.com/dog_rates/status/678446151570427904/photo/1	10.0	10.0	None	None	None	None	None	4192.0	1679.0
448	678740035362037760	https://pbs.twimg.com/media/CWtede2WIAAF_AJ.jpg	beagle	2015-12-21 00:53:29 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Tango. He's a large dog. Doesn't care much for personal space. Owner isn't very accepting. Tongue slip. 6/10 https://t.co/p2T5kGebxe	https://twitter.com/dog_rates/status/678740035362037760/photo/1	6.0	10.0	Tango	None	None	None	None	3939.0	1824.0
449	678755239630127104	https://pbs.twimg.com/media/CWtsSQAUkAAnWws.jpg	malamute	2015-12-21 01:53:54 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Dash. He didn't think the water would be that cold. Damn it Dash it's December. Think a little. 10/10 https://t.co/NqcOwG8pxW	https://twitter.com/dog_rates/status/678755239630127104/photo/1	10.0	10.0	Dash	None	None	None	None	7489.0	3540.0
450	678764513869611008	https://pbs.twimg.com/media/CWt0ubZWcAAkFER.jpg	Irish_terrier	2015-12-21 02:30:45 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	"Meet Wilson. He got caught humping the futon. He's like ""dude, help me out here"" 10/10 I'd help Wilson out https://t.co/m6XoclB0qv"	https://twitter.com/dog_rates/status/678764513869611008/photo/1	10.0	10.0	Wilson	None	None	None	None	1714.0	509.0
452	678798276842360832	https://pbs.twimg.com/media/CWuTbAKUsAAvZHh.jpg	Airedale	2015-12-21 04:44:55 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Linda. She fucking hates trees. 7/10 https://t.co/blaY85FIxR	https://twitter.com/dog_rates/status/678798276842360832/photo/1	7.0	10.0	Linda	None	None	None	None	3652.0	1273.0
453	678800283649069056	https://pbs.twimg.com/media/CWuVQSLW4AAI3w9.jpg	Labrador_retriever	2015-12-21 04:52:53 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Here's a pupper with some mean tan lines. Snazzy sweater though 12/10 https://t.co/DpCSVsl6vu	https://twitter.com/dog_rates/status/678800283649069056/photo/1	12.0	10.0	None	None	None	pupper	None	2699.0	964.0
454	678969228704284672	https://pbs.twimg.com/media/CWwu6OLUkAEo3gq.jpg	Labrador_retriever	2015-12-21 16:04:13 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Lola. She's a Metamorphic Chartreuse. Plays with her food. Insubordinate and churlish. Exquisite hardwood 11/10 https://t.co/etpBNXwN7f	https://twitter.com/dog_rates/status/678969228704284672/photo/1	11.0	10.0	Lola	None	None	None	None	1722.0	497.0
456	679047485189439488	https://pbs.twimg.com/media/CWx2FaLWcAEQ3vh.jpg	golden_retriever	2015-12-21 21:15:11 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This dog doesn't know how to stairs. Quite tragic really. 9/10 get it together pup https://t.co/kTpr9PTMg1	https://twitter.com/dog_rates/status/679047485189439488/photo/1	9.0	10.0	None	None	None	None	None	2364.0	731.0
458	679111216690831360	https://pbs.twimg.com/ext_tw_video_thumb/679111114081370114/pu/img/hFca8BHjRopgD0cM.jpg	kelpie	2015-12-22 01:28:25 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is officially the greatest yawn of all time. 12/10 https://t.co/4R0Cc0sLVE	https://twitter.com/dog_rates/status/679111216690831360/video/1	12.0	10.0	officially	None	None	None	None	6247.0	2737.0
461	679158373988876288	https://pbs.twimg.com/media/CWza7kpWcAAdYLc.jpg	pug	2015-12-22 04:35:49 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Rubio. He has too much skin. 11/10 https://t.co/NLOHmlENag	https://twitter.com/dog_rates/status/679158373988876288/photo/1	11.0	10.0	Rubio	None	None	None	None	22574.0	8702.0
462	679462823135686656	https://pbs.twimg.com/media/CW3v1KxW8AAIOuy.jpg	toy_poodle	2015-12-23 00:45:35 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Hurley. He's the curly one. He hugs every other dog he sees during his walk. 11/10 for spreading the love https://t.co/M6vqkt2GKV	https://twitter.com/dog_rates/status/679462823135686656/photo/1	11.0	10.0	Hurley	None	None	None	None	33367.0	20227.0
463	679475951516934144	https://pbs.twimg.com/media/CW37xZbUoAAUXe5.jpg	Maltese_dog	2015-12-23 01:37:45 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Evy. She doesn't want to be a Koala. 9/10 https://t.co/VITeF0Kl9L	https://twitter.com/dog_rates/status/679475951516934144/photo/1	9.0	10.0	Evy	None	None	None	None	2205.0	686.0
464	679511351870550016	https://pbs.twimg.com/media/CW4b-GUWYAAa8QO.jpg	Chihuahua	2015-12-23 03:58:25 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Say hello to William. He makes fun of others because he's terrified of his own deep-seated insecurities. 7/10 https://t.co/bwuV6FlRxr	https://twitter.com/dog_rates/status/679511351870550016/photo/1	7.0	10.0	William	None	None	None	None	3545.0	1369.0
466	679722016581222400	https://pbs.twimg.com/media/CW7bkW6WQAAksgB.jpg	boxer	2015-12-23 17:55:32 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Mike. He is a Jordanian Frito Pilates. Frowning because he can't see directly in front of him. 8/10 https://t.co/NL5QJwdEpF	https://twitter.com/dog_rates/status/679722016581222400/photo/1	8.0	10.0	Mike	None	None	None	None	1742.0	504.0
467	679729593985699840	https://pbs.twimg.com/media/CW7iddWUsAElUC0.jpg	West_Highland_white_terrier	2015-12-23 18:25:38 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Hunter. He was playing with his ball minding his own business. Has no idea what happened to the carpet. 8/10 https://t.co/DbUTDI3u1R	https://twitter.com/dog_rates/status/679729593985699840/photo/1	8.0	10.0	Hunter	None	None	None	None	2277.0	883.0
468	679736210798047232	https://pbs.twimg.com/media/CW7oelWWcAAhyzz.jpg	French_bulldog	2015-12-23 18:51:56 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This pup's name is Sabertooth (parents must be cool). Ears for days. Jumps unannounced. 9/10 would pet diligently https://t.co/iazoiNUviP	https://twitter.com/dog_rates/status/679736210798047232/photo/1	9.0	10.0	None	None	None	None	None	2199.0	855.0
469	679777920601223168	https://pbs.twimg.com/media/CW8OYajUMAAPRoF.jpg	bloodhound	2015-12-23 21:37:40 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Rinna. She's melting. 10/10 get inside pupper https://t.co/PA0czwucsb	https://twitter.com/dog_rates/status/679777920601223168/photo/1	10.0	10.0	Rinna	None	None	pupper	None	3241.0	1199.0
470	679828447187857408	https://pbs.twimg.com/media/CW88XN4WsAAlo8r.jpg	Chihuahua	2015-12-24 00:58:27 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Everybody look at this beautiful pupper 13/10 https://t.co/hyAC5Hq9GC	https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1,https://twitter.com/dog_rates/status/679828447187857408/photo/1	13.0	10.0	None	None	None	pupper	None	38132.0	15084.0
472	679854723806179328	https://pbs.twimg.com/media/CW9UQ7oWkAAErmU.jpg	chow	2015-12-24 02:42:51 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Bruce. He's a rare pup. Covered in Frosted Flakes. Nifty gold teeth. Overall good dog. 7/10 would pet firmly https://t.co/RtxxACzZ8A	https://twitter.com/dog_rates/status/679854723806179328/photo/1	7.0	10.0	Bruce	None	None	None	None	3018.0	1326.0
474	680055455951884288	https://pbs.twimg.com/media/CW-ZRC_WQAAyFrL.jpg	Samoyed	2015-12-24 16:00:30 +0000	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	"Meet Sammy. At first I was like ""that's a snowflake. we only rate dogs,"" but he would've melted by now, so 10/10 https://t.co/MQfPK4zwuh"	https://twitter.com/dog_rates/status/680055455951884288/photo/1	10.0	10.0	Sammy	None	None	None	None	17581.0	7641.0
475	680070545539371008	https://pbs.twimg.com/media/CW-dU34WQAANBGy.jpg	Shih-Tzu	2015-12-24 17:00:27 +0000	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	Say hello to Emmie. She's trapped in an ornament. Tragic af. Looks pretty content tho. Maybe it's meant to be. 9/10 https://t.co/Fh7geodBCU	https://twitter.com/dog_rates/status/680070545539371008/photo/1	9.0	10.0	Emmie	None	None	None	None	2709.0	940.0
476	680100725817409536	https://pbs.twimg.com/media/CW-loUBWYAAn2Cb.jpg	golden_retriever	2015-12-24 19:00:23 +0000	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	This pupper is not coming inside until she catches a snowflake on her tongue. 11/10 the determination is palpable https://t.co/lvMYbmKq8H	https://twitter.com/dog_rates/status/680100725817409536/photo/1	11.0	10.0	None	None	None	pupper	None	3757.0	1470.0
479	680145970311643136	https://pbs.twimg.com/media/CXBdJxLUsAAWql2.jpg	miniature_poodle	2015-12-24 22:00:10 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Say hello to Kawhi. He was doing fine until his hat fell off. He got it back though. 10/10 deep breaths pupper https://t.co/N5pM6WBx7e	https://twitter.com/dog_rates/status/680145970311643136/photo/1,https://twitter.com/dog_rates/status/680145970311643136/photo/1,https://twitter.com/dog_rates/status/680145970311643136/photo/1	10.0	10.0	Kawhi	None	None	pupper	None	3807.0	1871.0
484	680497766108381184	https://pbs.twimg.com/media/CXGdG0aWcAEbOO1.jpg	Chihuahua	2015-12-25 21:18:05 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Percy. He's a Latvian Yuletide Heineken. Refuses to take off sweater. Kinda feisty. 12/10 would keep in pocket https://t.co/QGM5Fcuv7s	https://twitter.com/dog_rates/status/680497766108381184/photo/1	12.0	10.0	Percy	None	None	None	None	4458.0	2056.0
486	680801747103793152	https://pbs.twimg.com/media/CXKxkseW8AAjAMY.jpg	pug	2015-12-26 17:25:59 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Great picture here. Dog on the right panicked &amp; forgot about his tongue. Middle green dog must've fainted. All 10/10 https://t.co/31npKUAox0	https://twitter.com/dog_rates/status/680801747103793152/photo/1	10.0	10.0	None	None	None	None	None	2498.0	892.0
487	680836378243002368	https://pbs.twimg.com/media/CXLREjOW8AElfk6.jpg	Pembroke	2015-12-26 19:43:36 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Ellie. She's secretly ferocious. 12/10 very deadly pupper https://t.co/BF4BW8LUgb	https://twitter.com/dog_rates/status/680836378243002368/photo/1,https://twitter.com/dog_rates/status/680836378243002368/photo/1,https://twitter.com/dog_rates/status/680836378243002368/photo/1	12.0	10.0	Ellie	None	None	pupper	None	3642.0	1429.0
488	680889648562991104	https://pbs.twimg.com/media/CXMBhXfWEAA4mMI.jpg	Shetland_sheepdog	2015-12-26 23:15:17 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Cheesy. It's her birthday. She's patiently waiting to eat her party muffin. 9/10 happy birthday pup https://t.co/cH2H7mch2H	https://twitter.com/dog_rates/status/680889648562991104/photo/1	9.0	10.0	Cheesy	None	None	None	None	1861.0	394.0
489	680913438424612864	https://pbs.twimg.com/media/CXMXKKHUMAA1QN3.jpg	Pomeranian	2015-12-27 00:49:49 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Griswold. He's dapper as hell. Already pumped for next Christmas. 11/10 https://t.co/5NrpNDyFzN	https://twitter.com/dog_rates/status/680913438424612864/photo/1	11.0	10.0	Griswold	None	None	None	None	2521.0	666.0
490	680934982542561280	https://pbs.twimg.com/media/CXMqwIQWcAA2iE0.jpg	Labrador_retriever	2015-12-27 02:15:25 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Say hello to Sadie. She's a Tortellini Sidewinder. Very jubilant pup. Seems loyal. Leaves on point. 10/10 petable af https://t.co/g2bTu4ayPl	https://twitter.com/dog_rates/status/680934982542561280/photo/1	10.0	10.0	Sadie	None	None	None	None	2189.0	472.0
493	680970795137544192	https://pbs.twimg.com/media/CXNLU6wWkAE0OkJ.jpg	pug	2015-12-27 04:37:44 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	I thought I made this very clear. We only rate dogs. Stop sending other things like this shark. Thank you... 9/10 https://t.co/CXSJZ4Stk3	https://twitter.com/dog_rates/status/680970795137544192/photo/1	9.0	10.0	None	None	None	None	None	2561.0	716.0
495	681231109724700672	https://pbs.twimg.com/media/CXQ4EwQWwAEVaUf.jpg	Irish_setter	2015-12-27 21:52:07 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	I just love this pic. 11/10 this pupper is going places https://t.co/P16uhh1PbI	https://twitter.com/dog_rates/status/681231109724700672/photo/1	11.0	10.0	None	None	None	pupper	None	2523.0	520.0
497	681281657291280384	https://pbs.twimg.com/media/CXRmDfWWMAADCdc.jpg	Saint_Bernard	2015-12-28 01:12:59 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	Meet Sarge. His parents signed him up for dancing lessons but his true passion is roller coasters 11/10 very petable https://t.co/KvVoBIgkje	https://twitter.com/dog_rates/status/681281657291280384/photo/1	11.0	10.0	Sarge	None	None	None	None	3391.0	1184.0
500	681339448655802368	https://pbs.twimg.com/media/CXSanNkWkAAqR9M.jpg	Labrador_retriever	2015-12-28 05:02:37 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Asher. He's not wearing a seatbelt or keeping both paws on the wheel. Absolute menace on the roadways. 9/10 https://t.co/V3SWuHACkh	https://twitter.com/dog_rates/status/681339448655802368/photo/1	9.0	10.0	Asher	None	None	None	None	9780.0	4372.0
501	681523177663676416	https://pbs.twimg.com/media/CXVBtX_WwAEuqbP.jpg	Norfolk_terrier	2015-12-28 17:12:42 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Carly. She's actually 2 dogs fused together. Very innovative. Probably has superpowers. 12/10 for double dog https://t.co/GQn2IopLud	https://twitter.com/dog_rates/status/681523177663676416/photo/1	12.0	10.0	Carly	None	None	None	None	15086.0	6259.0
502	681579835668455424	https://pbs.twimg.com/media/CXV1Ot_W8AEpkQO.jpg	Rottweiler	2015-12-28 20:57:50 +0000	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	This is Apollo. He thought you weren't coming back so he had a mental breakdown. 8/10 we've all been there https://t.co/ojUBrDCHLT	https://twitter.com/dog_rates/status/681579835668455424/photo/1	8.0	10.0	Apollo	None	None	None	None	3733.0	1405.0
